Territory,WHO region,Transmission zone,Year,Week,Start date,End date,Collected,Processed,A (H1),A (H1N1)pdm09,A (H3),A (H5),A (not subtyped),A (total),B (Yamagata),B (Victoria),B (not subtyped),B (total),Total positive,Total negative,ILI activity
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,1,2019-12-30,2020-01-05,41,41, ,1,9,0,0,10,0,0,0,0,10,31,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,2,2020-01-06,2020-01-12,83,83, ,0,0,0,0,0,0,2,0,2,2,81,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,3,2020-01-13,2020-01-19,82,82, ,8,9,0,0,17,1,0,0,1,18,64,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,4,2020-01-20,2020-01-26,106,106, ,5,11,0,0,16,1,3,0,4,20,86,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,5,2020-01-27,2020-02-02,81,81, ,3,9,0,0,12,0,6,0,6,18,63,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,6,2020-02-03,2020-02-09,97,97, ,8,9,0,0,17,0,5,0,5,22,75,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,7,2020-02-10,2020-02-16,116,116, ,2,4,0,0,6,0,1,0,1,7,109,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,8,2020-02-17,2020-02-23,114,114, ,1,2,0,0,3,0,0,0,0,3,111,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,9,2020-02-24,2020-03-01,67,67, ,0,0,0,0,0,0,0,0,0,0,67,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,10,2020-03-02,2020-03-08,107,107, ,0,0,0,0,0,0,2,0,2,2,105,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,11,2020-03-09,2020-03-15,78,78, ,0,0,0,0,0,0,0,0,0,0,78,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,12,2020-03-16,2020-03-22,54,54, ,0,0,0,0,0,0,0,0,0,0,54,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,13,2020-03-23,2020-03-29,89,89, ,0,0,0,0,0,0,0,0,0,0,89,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,14,2020-03-30,2020-04-05,7,7, ,0,0,0,0,0,0,0,0,0,0,7,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,15,2020-04-06,2020-04-12,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,16,2020-04-13,2020-04-19,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,17,2020-04-20,2020-04-26,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,18,2020-04-27,2020-05-03,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,19,2020-05-04,2020-05-10,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,20,2020-05-11,2020-05-17,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,21,2020-05-18,2020-05-24,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,22,2020-05-25,2020-05-31,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,23,2020-06-01,2020-06-07,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,24,2020-06-08,2020-06-14,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,25,2020-06-15,2020-06-21,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,26,2020-06-22,2020-06-28,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,27,2020-06-29,2020-07-05,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,28,2020-07-06,2020-07-12,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,29,2020-07-13,2020-07-19,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,30,2020-07-20,2020-07-26,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,31,2020-07-27,2020-08-02,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,32,2020-08-03,2020-08-09,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,33,2020-08-10,2020-08-16,2,2, ,0,0,0,0,0,0,0,0,0,0,2,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,34,2020-08-17,2020-08-23,5,5, ,0,0,0,0,0,0,0,0,0,0,5,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,35,2020-08-24,2020-08-30,11,11, ,0,0,0,0,0,0,0,0,0,0,10,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,36,2020-08-31,2020-09-06,26,26, ,0,0,0,0,0,0,0,0,0,0,26,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,37,2020-09-07,2020-09-13,10,10, ,0,0,0,0,0,0,0,0,0,0,10,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,38,2020-09-14,2020-09-20,20,20, ,0,0,0,0,0,0,0,0,0,0,20,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,39,2020-09-21,2020-09-27,10,10, ,0,0,0,0,0,0,0,0,0,0,9,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,40,2020-09-28,2020-10-04,40,40, ,0,0,0,0,0,0,0,0,0,0,40,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,41,2020-10-05,2020-10-11,35,35, ,0,0,0,0,0,0,0,0,0,0,35,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,42,2020-10-12,2020-10-18,40,40, ,0,0,0,0,0,0,0,0,0,0,40,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,43,2020-10-19,2020-10-25,40,40, ,0,0,0,0,0,0,0,0,0,0,40,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,44,2020-10-26,2020-11-01,40,40, ,0,0,0,0,0,0,3,0,3,3,37,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,45,2020-11-02,2020-11-08,79,79, ,0,0,0,0,0,1,3,0,4,4,79,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,46,2020-11-09,2020-11-15,58,58, ,0,0,0,0,0,0,0,0,0,0,54,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,47,2020-11-16,2020-11-22,109,109, ,0,0,0,0,0,0,2,0,2,2,109,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,48,2020-11-23,2020-11-29,92,92, ,0,0,0,0,0,0,8,0,8,8,92,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,49,2020-11-30,2020-12-06,76,76, ,0,0,0,0,0,0,0,0,0,0,76,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,50,2020-12-07,2020-12-13,106,106, ,0,0,0,0,0,0,2,0,2,2,104,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,51,2020-12-14,2020-12-20,81,81, ,0,0,0,0,0,0,2,0,2,2,79,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,52,2020-12-21,2020-12-27,77,77, ,0,0,0,0,0,0,0,0,0,0,77,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2020,53,2020-12-28,2021-01-03,76,76, ,0,0,0,0,0,0,0,0,0,0,76,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,1,2021-01-04,2021-01-10,103,103, ,0,0,0,0,0,1,34,0,35,35,69,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,2,2021-01-11,2021-01-17,83,83, ,0,0,0,0,0,0,2,0,2,2,81,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,3,2021-01-18,2021-01-24,98,98, ,0,0,0,0,0,0,4,0,4,4,94,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,4,2021-01-25,2021-01-31,74,74, ,0,0,0,0,0,0,0,0,0,0,74,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,5,2021-02-01,2021-02-07,108,108, ,0,0,0,0,0,0,0,0,0,0,108,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,6,2021-02-08,2021-02-14,51,52, ,0,0,0,0,0,0,0,0,0,0,51,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,7,2021-02-15,2021-02-21,48,48, ,0,0,0,0,0,0,0,0,0,0,47,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,8,2021-02-22,2021-02-28,107,107, ,0,1,0,0,1,0,2,0,2,3,104,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,9,2021-03-01,2021-03-07,85,85, ,0,0,0,0,0,0,3,0,3,3,81,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,10,2021-03-08,2021-03-14,87,87, ,0,1,0,0,1,0,3,0,3,4,83,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,11,2021-03-15,2021-03-21,92,92, ,0,3,0,0,3,0,0,0,0,3,89,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,12,2021-03-22,2021-03-28,39,39, ,0,0,0,0,0,0,0,0,0,0,39,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,13,2021-03-29,2021-04-04,100,100, ,0,2,0,0,2,0,0,0,0,2,94,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,14,2021-04-05,2021-04-11,57,57, ,0,0,0,0,0,0,0,0,0,0,57,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,15,2021-04-12,2021-04-18,90,90, ,0,1,0,0,1,0,0,0,0,1,88,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,16,2021-04-19,2021-04-25,53,53, ,0,1,0,0,1,0,0,0,0,1,52,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,17,2021-04-26,2021-05-02,35,35, ,0,0,0,0,0,0,0,0,0,0,34,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,18,2021-05-03,2021-05-09,77,77, ,0,0,0,0,0,0,0,0,0,0,76,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,19,2021-05-10,2021-05-16,29,29, ,0,0,0,0,0,0,0,0,0,0,28,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,20,2021-05-17,2021-05-23,28,28, ,0,0,0,0,0,0,0,0,0,0,28,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,21,2021-05-24,2021-05-30,60,27, ,0,0,0,0,0,0,0,0,0,0,26,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,22,2021-05-31,2021-06-06,27,20, ,0,0,0,0,0,0,0,0,0,0,20,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,23,2021-06-07,2021-06-13,50,32, ,0,0,0,0,0,0,0,0,0,0,8,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,24,2021-06-14,2021-06-20,67,16, ,0,0,0,0,0,0,0,0,0,0,14,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,25,2021-06-21,2021-06-27,18,18, ,0,0,0,0,0,0,0,0,0,0,18,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,26,2021-06-28,2021-07-04,30,30, ,0,0,0,0,0,0,0,0,0,0,27,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,27,2021-07-05,2021-07-11,41,41, ,0,0,0,0,0,0,0,0,0,0,41,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,28,2021-07-12,2021-07-18,24,24, ,0,0,0,0,0,0,0,0,0,0,22,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,29,2021-07-19,2021-07-25,44,44, ,0,0,0,0,0,0,0,0,0,0,41,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,30,2021-07-26,2021-08-01,40,40, ,0,0,0,0,0,0,0,0,0,0,37,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,31,2021-08-02,2021-08-08,70,70, ,0,0,0,0,0,0,0,0,0,0,69,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,32,2021-08-09,2021-08-15,34,34, ,0,0,0,0,0,0,0,0,0,0,34,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,33,2021-08-16,2021-08-22,5,5, ,0,0,0,0,0,0,0,0,0,0,4,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,34,2021-08-23,2021-08-29,22,22, ,0,0,0,0,0,0,0,0,0,0,22,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,35,2021-08-30,2021-09-05,20,20, ,0,0,0,0,0,0,0,0,0,0,20,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,36,2021-09-06,2021-09-12,24,24, ,0,0,0,0,0,0,0,0,0,0,22,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,37,2021-09-13,2021-09-19,25,25, ,0,0,0,0,0,0,0,0,0,0,25,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,38,2021-09-20,2021-09-26,55,55, ,0,1,0,0,1,0,0,0,0,1,54,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,39,2021-09-27,2021-10-03,35,35, ,0,0,0,0,0,0,0,0,0,0,35,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,40,2021-10-04,2021-10-10,60,60, ,0,0,0,0,0,0,0,0,0,0,60,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,41,2021-10-11,2021-10-17,64,64, ,0,2,0,0,2,0,0,0,0,2,62,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,42,2021-10-18,2021-10-24,68,68, ,0,1,0,0,1,0,0,0,0,1,66,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,43,2021-10-25,2021-10-31,117,117, ,0,4,0,0,4,0,0,0,0,4,113,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,44,2021-11-01,2021-11-07,82,81, ,0,6,0,0,6,0,0,0,0,6,76,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,45,2021-11-08,2021-11-14,78,78, ,0,5,0,0,5,0,0,0,0,5,74,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,46,2021-11-15,2021-11-21,52,52, ,0,10,0,0,10,0,0,0,0,10,42,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,47,2021-11-22,2021-11-28,117,117, ,0,12,0,0,12,0,0,0,0,12,104,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,48,2021-11-29,2021-12-05,97,93, ,0,6,0,0,6,0,0,0,0,6,91,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,49,2021-12-06,2021-12-12,121,121, ,0,12,0,0,12,0,0,0,0,12,109,No Report
Afghanistan,Eastern Mediterranean Region of WHO,Southern Asia,2021,50,2021-12-13,2021-12-19,159,159, ,0,3,0,0,3,0,0,0,0,3,155,No Report
